Name,Genus Authority Author,Genus Authority Date,Strata
,"Sarmientosaurus: R.D.F. Martínez, M.C. Lamanna, F.E. Novas, R.C. Ridgely, G.A. Casal, J.E. Martínez, J.R. Vita & L.M. Witmer, 2016",,
,"Saturnalia: M.C. Langer, F. Abdala, M. Richter & M.J. Benton, 1999",,
,"Sauraechmodon: H. Falconer, 1861 [nomen nudum → Echinodon]",,
,"Saurolophus: B. Brown, 1912",,
,"Sauroniops: A. Cau, F.M. Dalla Vecchia & M. Fabbri, 2012",,
,"Sauropelta: J.H. Ostrom, 1970",,
,"Saurophaganax: D. Chure, 1995",,
,"Saurophagus: J.W. Stovall vide Ray, 1941 / W.J. Swainson 1831",,
,"Sauroplites: B. Bohlin, 1953 [nomen dubium]",,
,"Sauroposeidon: M.J. Wedel, R.L. Cifelli & R.K. Sanders, 2000",,
,"Saurornithoides: H.F. Osborn, 1924",,
,"Saurornitholestes: H-D Sues, 1978",,
,"Savannasaurus: S.F. Poropat, P.D. Mannion, P. Upchurch, S.A. Hocknull, B.P. Kear, M. Kundrát, T.R. Tischler, T. Sloan, G.H.K. Sinapius, J.A. Elliott & D.A. Elliott, 2016",,
,"Scansoriopteryx: Czerkas & Yuan, 2002",,
,"Scelidosaurus: R. Owen, 1859",,
,"Schleitheimia: O.W.M. Rauhut, F.M. Holwerda & H. Furrer, 2020",,
,"Scipionyx: C. Dal Sasso & Signore, 1998",,
,"Sciurumimus: O.W.M. Rauhut, C. Foth, H. Tischlinger & M.A. Norell, 2012",,
,"Scolosaurus: F. Nopcsa, 1928",,
,"Scrotum: Brookes, 1763 [nomen oblitum; PSS → Megalosaurus]",,
,"Scutellosaurus: Colbert, 1981",,
,"Secernosaurus: M.K. Brett-Surman, 1979",,
,"Sefapanosaurus: A. Otero, E. Krupandan, D. Pol, A. Chinsamy & J.N. Choiniere, 2015",,
,"Segisaurus: Camp, 1936",,
,"Segnosaurus: A. Perle, 1979",,
,"Seismosaurus: Gillette, 1991",,
,"Seitaad: J.J.W. Sertich & M.A. Loewen, 2010",,
,"Sektensaurus: L.M. Ibiricu, G.A. Casal, R.D. Martínez, M. Luna, J.I. Canale, B.N. Álvarez & B. González-Riga, 2019",,
,"""Selimanosaurus"": G. Maier, 2003 [nomen nudum → Dicraeosaurus]",,
,"Sellacoxa: K. Carpenter & Y. Ishida, 2010",,
,"Sellosaurus: F. von Huene, 1908",,
,"Serendipaceratops: T. Rich & Vickers-Rich, 2003",,
,"Serikornis: U. Lefèvre, A. Cau, A. Cincotta, Hu D-Y, A. Chinsamy, F. Escuillié & P. Godefroit, 2017 [possible bird]",,
,"Shamosaurus: T.A. Tumanova, 1983",,
,"Shanag: A.H. Turner, Hwang & M.A. Norell, 2007",,
,"Shanshanosaurus: Dong Z-M, 1977 [JSS → Tarbosaurus]",,
,"Shantungosaurus: Hu C, 1973",,
,"Shanxia: P.M. Barrett, You H-L, P. Upchurch & A.C. Burton, 1998 [PSS → Saichania]",,
,"Shanyangosaurus: Xue, Zhang Y-H, Bi, Yue & Chen D, 1996",,
,"Shaochilong: S.L. Brusatte, R.B.J. Benson, D. Chure, Xu X, C. Sullivan, & D.W.E. Hone, 2009",,
,"Shenzhouraptor: Ji Q, Ji S, You H-L, Zhang J.P, Yuan, Ji X, Li J-L. & Li Y-X, 2002 [possible bird]",,
,"Shenzhousaurus: Ji Q, M.A. Norell, P.J. Makovicky, Gao K-Q, Ji S. & Yuan, 2003",,
,"Shidaisaurus: Wu X, P.J. Currie, Dong Z-M, Pan S. & Wang T, 2009",,
,"Shingopana: E. Gorscak, P.M. O'Connor, E.M. Roberts & N.J. Stevens, 2017",,
,"Shishugounykus: Qin Z-C, J.M. Clark, J.N. Choiniere & Xu X, 2019",,
,"Shixinggia: Lü J-C & Zhang B, 2005",,
,"Shri: A.H. Turner, S. Montanari & M.A. Norell, 2021",,
,"Shuangbaisaurus: Wang G-F, You H-L, Pan S-G & Wang T, 2017",,
,"Shuangmiaosaurus: You H-L, Ji Q, Li J-L. & Li Y-X, 2003",,
,"Shunosaurus: Dong Z-M, Zhou S. & Zhang Y-H, 1983",,
,"Shuvuuia: L.M. Chiappe, M.A. Norell & J.M. Clark, 1998",,
,"Siamodon: E. Buffetaut & V. Suteethorn, 2011",,
,"Siamodracon: R.E. Ulansky, 2014",,
,"Siamosaurus: E. Buffetaut & Ingavat, 1986 [PSS → Spinosaurus]",,
,"Siamotyrannus: E. Buffetaut, V. Suteethorn & Tong H, 1996",,
,"Siamraptor: D. Chokchaloemwong, S. Hattori, E. Cuesta, P. Jintasakul, M. Shibata & Y. Azuma, 2019",,
,"Siats: L.E. Zanno & P.J. Makovicky, 2013",,
,"Sibirotitan: A.O. Averianov, S. Ivantsov, P. Skutschas, A. Faingertz & S. Leshchinskiy, 2017",,
,"Sierraceratops: S.G. Dalma, S.G. Lucas, S.E. Jasinski & N.R. Longrich, 2021 (announced), 2022 (final publication)",,
,"Sigilmassasaurus: D.A. Russell, 1996 [PSS → Spinosaurus]",,
,"Silesaurus: Dzik, 2003",,
,"Siluosaurus: Dong Z-M, 1997 [nomen dubium]",,
,"Silutitan: Wang X-L, K.L.N. Bandeira, Qiu R, Jiang S-X, Cheng X, Ma Y-X & A.W.A. Kellner, 2021",,
,"Silvisaurus: Eaton, 1960",,
,"Similicaudipteryx: He T, Wang X-L & Zhou Z, 2008",,
,"Sinankylosaurus: Wang K, Zhang Y, Chen J, Chen S. & Wang P, 2020",,
,"Sinocalliopteryx: Ji S, Ji Q, Lü J-C & Yuan, 2007",,
,"Sinocephale: D.C. Evans, C.M. Brown, You H-L & N.E. Campione, 2021",,
,"Sinoceratops: Xu X, Wang K, Zhao X & Li D-J, 2010",,
,"Sinocoelurus: Yang Z.J. (as Young C.C.), 1942",,
,"""Sinopelta"": R.E. Ulansky, 2014 / Xue & Zhang, 1996 → Sinopeltosaurus",,
,"Sinopeltosaurus: R.E. Ulansky, 2014",,
,"Sinornithoides: D.A. Russell & Dong Z-M, 1994 (not 1993)",,
,"Sinornithomimus: Y. Kobayashi & Lü J-C, 2003",,
,"Sinornithosaurus: Xu X, Wang X-L & Wu X, 1999",,
,"Sinosauropteryx: Ji Q. & Ji S, 1996",,
,"Sinosaurus: Yang Z.J. (as Young C.C.), 1948",,
,"Sinotyrannus: Ji Q, Ji S-A & Zhang L-J, 2009",,
,"Sinovenator: Xu X, M.A. Norell, Wang X-L, P.J. Makovicky & Wu X, 2002",,
,"Sinraptor: P.J. Currie & Zhao X, 1994 (not 1993)",,
,"Sinucerasaurus: Xu X. & Wang X-L, 2004 vide Xu X. & M.A. Norell, 2006 [JOS → Sinusonasus]",,
,"Sinusonasus: Xu X. & Wang X-L, 2004",,
,"Sirindhorna: M. Shibata, P. Jintasakul, Y. Azuma & You H-L, 2015",,
,"Skaladromeus: C.A. Boyd, 2012 [nomen ex dissertatione]",,
,"Skorpiovenator: Canale, Scanferla, F.L. Agnolín & F.E. Novas, 2009",,
,"Smitanosaurus: J.A. Whitlock & J.A. Wilson Mantilla, 2020",,
,"Sonidosaurus: Xu X, Zhang X-H, Tan Q, Zhao X. & Tan L, 2006",,
,"Sonorasaurus: Ratkevich, 1998",,
,"Soriatitan: R. Royo-Torres, C. Fuentes, M. Meijide, F. Meijide-Fuentes & M. Meijide-Fuentes, 2017",,
,"Soumyasaurus: V. Sangül, F.L. Agnolín & S. Chatterjee, 2018",,
,"Spectrovenator: H. Zaher, D. Pol, B.A. Navarro, R. Delcourt & A.B. Carvalho, 2020",,
,"Sphaerotholus: T.E. Williamson & T.D. Carr, 2003 [PSS → Prenocephale]",,
,"Sphenospondylus: H.G. Seeley, 1882 [JSS → Iguanodon]",,
,"Spiclypeus: J.C. Mallon, C.J. Ott, P.L. Larson, E.M. Iuliano & D.C. Evans, 2016",,
,"Spicomellus: S.C.R. Maidment, S.J. Strachan, D. Ouarhache, T.M. Scheyer, E.E. Brown, V. Fernandez, Z. Johanson, T.J. Raven & P.M. Barrett, 2021",,
,"Spinophorosaurus: K. Remes, F. Ortega, I. Fierro, U. Joger, R. Kosma, J.M.M. Ferrer, L.M. Chiappe, P. Dantas, F. Escaso, Gasulla, López, Pomares, B. Ribeiro, J.L. Sanz, Tent-Manclús, Faust, H. Joger, J. Joger, Krüger, Mudroch, Rabe, Ritter, Sommer, O.A. Ide & A. Maga, 2009",,
,"Spinops: A.A. Farke, M.J. Ryan, P.M. Barrett, D.H. Tanke, D.R. Braman, M.A. Loewen & M.R. Graham, 2011",,
,"Spinosaurus: E. Stromer, 1915",,
,"Spinostropheus: P.C. Sereno, J.A. Wilson & Conrad, 2004",,
,"Staurikosaurus: Colbert, 1970",,
,"Stegoceras: Lambe, 1902",,
,"Stegopelta: Williston, 1905 [PSS → Nodosaurus]",,
,"Stegosaurides: B. Bohlin, 1953 [nomen dubium]",,
,"Stegosaurus: O.C. Marsh, 1877",,
,"Stegouros: S. Soto-Acuña, A.O. Vargas, J. Kaluza, M.A. Leppe, J.F. Botelho, J. Palma-Liberona, C. Simon-Gutstein, R.A. Fernández, H. Ortiz, V. Milla, B. Aravena, L.M.E. Manríquez, J. Alarcón-Muñoz, J.P. Pino, C. Trevisan, H. Mansilla, L.F. Hinojosa, V. Muñoz-Walther & D. Rubilar-Rogers, 2021",,
,"Stellasaurus: J.P. Wilson, M.J. Ryan & D.C. Evans, 2020",,
,"Stenonychosaurus: C.M. Sternberg, 1932 [PSS → Polyodontosaurus, Troödon]",,
,"Stenopelix: H. von Meyer, 1857",,
,"Stenotholus: Giffin, Gabriel & Johnson, 1988 [JSS → Stygimoloch]",,
,"Stephanosaurus: Lambe, 1914 [nomen dubium; PSS → Lambeosaurus]",,
,"Stereocephalus: Lambe, 1902 / Lynch-Arribalzaga, 1884 → Euoplocephalus",,
,"Sterrholophus: O.C. Marsh, 1891 [JSS → Triceratops]",,
,"Stokesosaurus: J.H. Madsen, 1974",,
,"Stormbergia: R.J. Butler, 2005",,
,"Strenusaurus: J.F. Bonaparte, 1969 [JSS → Riojasaurus]",,
,"Streptospondylus: H. von Meyer, 1830 [nomen dubium]",,
,"Struthiomimus: H.F. Osborn, 1916",,
,"Struthiosaurus: E. Bunzel, 1870",,
,"Stygimoloch: P.M. Galton & H-D Sues, 1983 [PSS → Pachycephalosaurus]",,
,"Stygivenator: G. Olshevsky vide G. Olshevsky, Ford & Yamamoto, 1995 [JSS → Tyrannosaurus]",,
,"Styracosaurus: Lambe, 1913",,
,"Suchomimus: P.C. Sereno, Beck, D.B. Dutheil, Gado, H.C.E. Larsson, Lyon, Marcot, O.W.M. Rauhut, R.W. Sadleir, C.A. Sidor, D.J. Varricchio, G.P. Wilson & J.A. Wilson, 1998",,
,"Suchosaurus: R. Owen, 1841 [nomen dubium; PSS → Baryonyx]",,
,"""Suciasaurus"": B.R. Peecook & C.A. Sidor, 2015 [PSS → Daspletosaurus; various Burke Museum products]",,
,"""Sugiyamasaurus"": Lambert, 1990 [nomen nudum]",,
,"Sulaimanisaurus: M.S. Malkani, 2006",,
,"Supersaurus: J.A. Jensen, 1985",,
,"Suskityrannus: S.J. Nesbitt, R.K. Denton Jr, M.A. Loewen, S.L. Brusatte, N.D. Smith, A.H. Turner, J.I. Kirkland, A.T. McDonald & D.G. Wolfe, 2019",,
,"Suuwassea: J.D. Harris & P. Dodson, 2004",,
,"Suzhousaurus: Li D-Q, Peng C, You H-L, M.C. Lamanna, J.D. Harris, K.J. Lacovara & Zhang J-P, 2007",,
,"Symphyrophus: E.D. Cope, 1878 [JSS → Camptosaurus]",,
,"Syngonosaurus: H.G. Seeley, 1879 [nomen dubium]",,
,"Syntarsus (name also refers to a beetle): Raath, 1969 / L. Fairmaire, 1869 → Megapnosaurus",,
,"Syrmosaurus: Maleev, 1952 [JSS → Pinacosaurus]",,
,"Szechuanoraptor: D. Chure, 2001 [nomen ex dissertatione]",,
,"Szechuanosaurus: Yang Z.J. (as Young C.C.), 1942 [nomen dubium]",,
,,,
,"Tachiraptor: M.C. Langer, A.D. Rincón, J. Ramezani, A. Solórzano & O.W.M. Rauhut, 2014",,
,"Talarurus: Maleev, 1952",,
,"Talenkauen: F.E. Novas, A.V. Cambiaso & A. Ambrosio, 2004",,
,"Talos: L.E. Zanno, D.J. Varricchio, P.M. O'Connor, A.L. Titus & M.J. Knell, 2011",,
,"Tamarro: A.G. Sellés, B. Vila, S.L. Brusatte, P.J. Currie & À. Galobart, 2021",,
,"Tambatitanis: H. Saegusa & T. Ikeda, 2014",,
,"Tangvayosaurus: R. Allain, P. Taquet, Battail, Dejax, P. Richir, Veran, Limon-Duparcmeur, Vacant, O. Mateus, Sayarath, Khenthavong & Phouyavong, 1999",,
,"Tanius: Wiman, 1929",,
,"Tanycolagreus: K. Carpenter, C.A. Miles & K. Cloward, 2005",,
,"Tanystrosuchus: Kuhn, 1963 [nomen dubium; PSS → Halticosaurus or Liliensternus]",,
,"Taohelong: Yang J-T, You H-L, Li D-Q & Kong D-L, 2013",,
,"Tapuiasaurus: H. Zaher, D. Pol, A.B. Carvalho, P.M. Nascimento, C. Riccomini, P.L. Larson, R.D. Juárez-Valieri, R. Pires-Domingues, N.J. da Silva Jr & D.A. Campos, 2011",,
,"Tarascosaurus: J. LeLoeuff & E. Buffetaut, 1991",,
,"Tarbosaurus: Maleev, 1955",,
,"Tarchia: T. Maryanska, 1977",,
,"Tastavinsaurus: J.I. Canudo, R. Royo-Torres & Cuenca-Bescós, 2008",,
,"Tatankacephalus: W.L. Parsons & K.M. Parsons, 2009",,
,"Tatankaceratops: C.J. Ott & P.L. Larson, 2010",,
,"Tataouinea: F. Fanti, A. Cau, M. Hassine & M. Contessi, 2013",,
,"Tatisaurus: Simmons, 1965",,
,"Taurovenator: M.J. Motta, A.M. Aranciaga Rolando, S. Rozadilla, F.L. Agnolín, N.R. Chimento, F. Brissón-Egli & F.E. Novas, 2016",,
,"Taveirosaurus: Telles Antunes & Sigogneau-Russell, 1991",,
,"Tawa: S.J. Nesbitt, N.D. Smith, R.B. Irmis, A.H. Turner, A. Downs & M.A. Norell, 2009",,
,"Tawasaurus: Yang Z.J. (as Young C.C.), 1982",,
,"Tazoudasaurus: R. Allain, Aquesbi, Dejax, C. Meyer, Monbaron, Montenat, P. Richir, Rochdy, D.A. Russell & P. Taquet, 2004",,
,"Technosaurus: S. Chatterjee, 1984",,
,"Tehuelchesaurus: T. Rich, Vickers-Rich, Gimenez, Cúneo, Puerta & Vacca, 1999",,
,"Teihivenator: Yun C-G, 2017 [nomen dubium; composite genotype]",,
,"Teinurosaurus: F. Nopcsa, 1928 vide F. Nopcsa, 1929 [nomen dubium]",,
,"Teleocrater: S.J. Nesbitt, R.J. Butler, M.D. Ezcurra, P.M. Barrett, M.R. Stocker, K.D. Angielczyk, R.M.H. Smith, C.A. Sidor, G. Niedzwiedzki, A.G. Sennikov & A.J. Charig, 2017 [formerly Teleocrater: A.J. Charig, 1956 nomen nudum; non-dinosaurian archosaur]",,
,"Telmatosaurus: F. Nopcsa, 1903",,
,"Tenantosaurus: B. Brown vide D. Chure & McIntosh, 1989 [nomen nudum → Tenontosaurus]",,
,"Tendaguria: J.F. Bonaparte, Heinrich & Wild, 2000",,
,"Tengrisaurus: A.O. Averianov & P. Skutschas, 2017",,
,"Tenontosaurus: J.H. Ostrom, 1970",,
,"Teratophoneus: T.D. Carr, T.E. Williamson, B.B. Britt & K. Stadtman, 2011",,
,"Terminocavus: D.W. Fowler & E.A. Freedman Fowler, 2020",,
,"Tethyshadros: F.M. Dalla Vecchia, 2009",,
,"Tetragonosaurus: Parks, 1931 [nomen rejectum → Procheneosaurus]",,
,"Texacephale: N.R. Longrich, J. Sankey, & D. Tanke, 2010",,
,"Texasetes: Coombs, 1995",,
,"Teyuwasu: Kischlat, 1999",,
,"Thanatotheristes: J.T. Voris, F. Therrien, D.K. Zelenitsky & C.M.Brown, 2020",,
,"Thanos: R. Delcourt & F.V. Iori, 2018",,
,"Thecocoelurus: F. von Huene, 1923 [nomen dubium]",,
,"Thecodontosaurus: Riley & Stutchbury, 1836",,
,"Thecospondylus: H.G. Seeley, 1882 [nomen dubium]",,
,"Theiophytalia: Brill & K. Carpenter, 2006",,
,"Therizinosaurus: Maleev, 1954",,
,"Therosaurus: L.J. Fitzinger, 1840 [JOS → Iguanodon]",,
,"Thescelosaurus: Gilmore, 1913",,
,"Thespesius: J. Leidy, 1856 [nomen dubium]",,
,"Thotobolosaurus: Ellenberger, 1972 [nomen nudum → Kholumolumo]",,
,"Tianchisaurus: Dong Z-M, 1993 [nomen dubium]",,
,"Tianchungosaurus: Zhao X, 1983 [nomen nudum]",,
,"Tiantaisaurus: Dong Z-M, Chen K-Q. & Jiang y, 2007 [nomen manuscriptum]",,
,"Tianyulong: Zheng X-T, You H-L, Xu X. & Dong Z-M, 2009",,
,"Tianyuraptor: Zheng X-T, Xu X, You H-L, Zhao Q, & Dong Z-M, 2009",,
,"Tianzhenosaurus: Pang & Cheng Z, 1998",,
,"Tichosteus: E.D. Cope, 1877 [nomen dubium]",,
,"Tienshanosaurus: Yang Z.J. (as Young C.C.), 1937",,
,"Timimus: T. Rich & Vickers-Rich, 1994",,
,"Timurlengia: S.L. Brusatte, A.O. Averianov, H-D Sues, A. Muir & I.B. Butler, 2016",,
,"Titanoceratops: N.R. Longrich, 2011 [PSS → Pentaceratops]",,
,"Titanosaurus: R. Lydekker, 1877 [nomen dubium]",,
,"Titanosaurus: O.C. Marsh, 1877 / R. Lydekker, 1877 → Atlantosaurus [nomen dubium]",,
,"Tlatolophus: Á.A. Ramírez-Velasco, F.J. Aguilar, R. Hernández-Rivera, J.L. Gudiño Maussán, M.L. Rodríguez & J. Alvarado-Ortega, 2021",,
,"Tochisaurus: S.M. Kurzanov & H. Osmólska, 1991",,
,"Tomodon: J. Leidy, 1865 / A. Duméril 1853 → Diplotomodon",,
,"Tonganosaurus: Li K, Yang C-Y, Liu J. & Wang Z-X, 2010",,
,"Tongtianlong: Lü J-C, Chen R, S.L. Brusatte, Zhu Y-X & Shen C, 2016",,
,"Tonouchisaurus: R. Barsbold, 1994 [nomen nudum]",,
,"Torilion: K. Carpenter & Y. Ishida, 2010 [JOS → Barilium]",,
,"Tornieria: Sternfeld, 1911",,
,"Torosaurus: O.C. Marsh, 1891 [PSS → Triceratops]",,
,"Torvosaurus: P.M. Galton & J.A. Jensen, 1979",,
,"Tototlmimus: C.I. Serrano-Brañas, E. Torres-Rodríguez, P.C. Reyes-Luna, I. González-Ramírez, C. González-León, 2015",,
,"Trachodon: J. Leidy, 1856 [nomen dubium] (The original material has turned out to be from two different types of dinosaurs. This makes the name useless for scientific purposes.)",,
,"Tralkasaurus: M.A. Cerroni, M.J. Motta, F.L. Agnolín, A.M. Aranciaga Rolando, F. Brissón-Egli & F.E. Novas, 2019",,
,"Transylvanosaurus: F.J. Augustin, D. Bastiaans, M.D. Dumbravă & Z. Csiki-Sava, 2022",,
,"Tratayenia: J.D. Porfiri, R.D. Juárez-Valieri, D.D.D. Santos & M.C. Lamanna, 2018",,
,"Traukutitan: R.D. Juárez-Valieri & J.O. Calvo, 2011",,
,"Triceratops: O.C. Marsh, 1889",,
,"Trierarchuncus: D.W. Fowler, J.P. Wilson, E.A. Freedman Fowler, C.R. Noto, D. Anduza & J.R. Horner, 2020",,
,"Trigonosaurus: D.A. Campos, A.W.A. Kellner, Bertini & R.A. Santucci, 2005",,
,"Trimucrodon: Thulborn, 1973",,
,"Trinisaura: R.A. Coria, J.J. Moly, M. Reguero, S. Santillana & S. Marenssi, 2013",,
,"Triunfosaurus: I. de Souza Carvalho, L. Salgado, R.M. Lindoso, H.I. de Araújo-Júnior, F.C. Costa Nogueira, J.A. Soares, 2017",,
,"Troödon: J. Leidy, 1856 [nomen dubium; PSS → Latenivenatrix, Polyodontosaurus, Stenonychosaurus]",,
,"Tsaagan: M.A. Norell, J.M. Clark, A.H. Turner, P.J. Makovicky, R. Barsbold & T. Rowe, 2006",,
,"Tsagantegia: T.A. Tumanova, 1993",,
,"Tsintaosaurus: Yang Z.J. (as Young C.C.), 1958",,
,"Tuebingosaurus: O.R. Regalado Fernández & I. Werneburg, 2022",,
,"Tugulusaurus: Dong Z-M, 1973",,
,"Tuojiangosaurus: Dong Z-M, Li X-M, Zhou S. & Zhang Y-H, 1977",,
,"Turanoceratops: Nessov & Kaznyshkina vide Nessov, Kaznyshkina & Cherepanov, 1989",,
,"Turiasaurus: R. Royo-Torres, A. Cobos & L. Alcalá, 2006",,
,"Tylocephale: T. Maryanska & H. Osmólska, 1974",,
,"Tylosteus: J. Leidy, 1872 [nomen oblitum; SSS → Pachycephalosaurus]",,
,"Tyrannosaurus: H.F. Osborn, 1905",,
,"Tyrannotitan: F.E. Novas, S. de Valai, P. Vickers-Rich & T. Rich, 2005",,
,"Tyreophorus: F. von Huene, 1929 [nomen nudum]",,
,,,
,"Uberabatitan: L. Salgado & I. de Souza Carvalho, 2008",,
,"Ubirajara: R.S.H. Smyth, D.M. Martill, E. Frey, H.E. Rivera-Sylva & N. Lenz, 2020",,
,"Udanoceratops: S.M. Kurzanov, 1992",,
,"Ugrosaurus: Cobabe & Fastovsky, 1987 [JSS → Triceratops]",,
,"Ugrunaaluk: H. Mori, P.S. Druckenmiller & G.M. Erickson, 2015 [PSS → Edmontosaurus]",,
,"Uintasaurus: Holland, 1919 [JSS → Camarasaurus]",,
,"Ultrasauros: J.A. Jensen vide G. Olshevsky, 1991 [JSS → Supersaurus]",,
,"Ultrasaurus: H.M. Kim, 1983 [nomen dubium]",,
,"Ultrasaurus: J.A. Jensen, 1985 / H.M. Kim, 1983 → Ultrasauros",,
,"Ulughbegsaurus: K. Tanaka, O.U.O. Anvarov, D.K. Zelenitsky, A.S. Ahmedshaev & Y. Kobayashi, 2021",,
,"Umarsaurus: T. Maryanska & H. Osmólska, 1981 vide G. Olshevsky, 1992 [nomen nudum → Barsdoldia]",,
,"Unaysaurus: L.A. Leal, S.A.K. Azevedo, A.W.A. Kellner & A.A.S. Da Rosa, 2004",,
,"Unenlagia: Nova & Puerta, 1997",,
,"Unescoceratops: M.J. Ryan, D.C. Evans, P.J. Currie, C.M. Brown & D. Brinkman, 2011 [2012]",,
,"Unquillosaurus: J.E. Powell, 1979",,
,"Urbacodon: A.O. Averianov & H-D Sues, 2007",,
,"Utahceratops: S.D. Sampson, M.A. Loewen, A.A. Farke, E.M. Roberts, C.A. Forster, J.A. Smith & A.L. Titus, 2010",,
,"Utahraptor: J.I. Kirkland, Burge & Gaston, 1993",,
,"Uteodon: A.T. McDonald, 2011 [PSS → Camptosaurus]",,
,,,
,"Vagaceratops: S.D. Sampson, M.A. Loewen, A.A. Farke, E.M. Roberts, C.A. Forster, J.A. Smith & A.L. Titus, 2010",,
,"Vahiny: K.C. Rogers & J.A. Wilson, 2014",,
,"Valdoraptor: G. Olshevsky, 1991",,
,"Valdosaurus: P.M. Galton, 1977",,
,"Vallibonavenatrix: E. Malafaia, J.M. Gasulla, F. Escaso, I. Narváez, J.L. Sanz & F. Ortega, 2019",,
,"Variraptor: J. LeLoeuff & E. Buffetaut, 1998",,
,"Vayuraptor: A. Samathi, P. Chanthasit & P.M. Sander, 2019",,
,"Vectaerovenator: C.T. Barker, D. Naish, C.E. Clarkin, P. Farrell, G. Hullmann, J. Lockyer, P. Schneider, R.K.C. Ward & N.J. Gostling, 2020",,
,"Vectensia: Delair, 1982 [nomen nudum → Hylaeosaurus]",,
,"Vectiraptor: N.R. Longrich, D.M. Martill & M.L. Jacobs, 2021",,
,"Vectisaurus: J.W. Hulke, 1879 [JSS → Iguanodon]",,
,"Velafrons: T.A. Gates, S.D. Sampson, Delgado deJesús, L.E. Zanno, D.A. Eberth, R. Hernández-Rivera, M.C. Aguillón-Martínez & J.I. Kirkland, 2007",,
,"Velocipes: F. von Huene, 1932 [nomen dubium]",,
,"Velociraptor: H.F. Osborn, 1924",,
,"Velocisaurus: J.F. Bonaparte, 1991",,
,"Venenosaurus: Tidwell, K. Carpenter & S. Meyer, 2001",,
,"Vespersaurus: M.C. Langer, N. de Oliveira Martins, P.C. Manzig, G. de Souza Ferreira, J.C. de Almeida Marsola, E. Fortes, R. Lima, L.C.F. Sant´ana, L. da Silva Vidal, R.H. da Silva Lorençato & M.D. Ezcurra, 2019",,
,"Veterupristisaurus: O.W.M. Rauhut, 2011",,
,"Viavenator: L.S. Filippi, A.H. Méndez, R.D. Juárez Valieri & A.C. Garrido, 2016",,
,"Vitakridrinda: M.S. Malkani, 2006",,
,"Vitakrisaurus: M.S. Malkani, 2010",,
,"Volgatitan: A.O. Averianov & V. Efimov, 2018",,
,"Volkheimeria: J.F. Bonaparte, 1979",,
,"Vouivria: P.D. Mannion, R. Allain & O. Moine, 2017",,
,"Vulcanodon: Raath, 1972",,
,,,
,"Wadhurstia: K. Carpenter & Y. Ishida, 2010 [JOS → Hypselospinus]",,
,"Wakinosaurus: Okazaki, 1992",,
,"Walgettosuchus: F. von Huene, 1932",,
,"Walkeria (name also refers to a coral): S. Chatterjee, 1987 / J. Fleming, 1823 → Alwalkeria",,
,"Walkersaurus: Welles, H.P. Powell & Pickering vide Pickering, 1995 [nomen nudum → Duriavenator]",,
,"Wamweracaudia: P.D. Mannion, P. Upchurch, D. Schwarz & O. Wings, 2019",,
,"""Wangonisaurus"": G. Maier, 2003 [nomen nudum → Giraffatitan]",,
,"Wannanosaurus: Hou, 1977",,
,"Weewarrasaurus: P.R. Bell, M.C. Herne, T, Brougham & E.T. Smith, 2018",,
,"Wendiceratops: D.C. Evans & M.J. Ryan, 2015",,
,"Wiehenvenator: O.W.M. Rauhut, Tom R. Hübner & K-P Lanser, 2016",,
,"Willinakaqe: R.D. Juárez-Valieri, J.A. Haro, L.E. Fiorelli & J.O. Calvo, 2011",,
,"Wintonotitan: S.A. Hocknull, M.A. White, T.R. Tischler, A.G. Cook, N.D. Calleja, T. Sloan, D.A. Elliott, 2009",,
,"Wuerhosaurus: Dong Z-M, 1973 [PSS → Stegosaurus]",,
,"Wulagasaurus: P. Godefroit, Hai, Yu T. & Lauters, 2008",,
,"Wulatelong: Xu X, Tan Q-W, Wang S, C. Sullivan, D.W.E. Hone, Han F-L, Ma Q-Y, Tan L. & Xiao D, 2013",,
,"Wulong: A.W. Poust, Gao C-L, D.J. Varriccho, Wu J-L & Zhang F-J, 2020",,
,"Wyomingraptor: [Anonymous], 1997 [nomen nudum → Allosaurus]",,
,,,
,"Xenoceratops: M.J. Ryan, D.C. Evans & K.M. Shepherd, 2012",,
,"Xenoposeidon: M.P. Taylor & D. Naish, 2007",,
,"Xenotarsosaurus: R.D. Martínez, Gimenez, Rodriguez & Bochatey, 1986",,
,"Xianshanosaurus: Lü J-C, Xu L, Jiang X, Jia S, Li M, Yuan, Zhang X-L & Ji Q, 2009",,
,"Xiaosaurus: Dong Z-M & Tang Z, 1983",,
,"Xiaotingia: Xu X, You H-L, Du K. & Han F, 2011 [possible bird]",,
,"Xinghesaurus: Y. Hasegawa, K. Carpenter, M.C. Lamanna & Xu X, 2009 [nomen nudum; in Japanese guidebook ""Dinosaur Expo 2009: The Miracle of Deserts""]",,
,"Xingtianosaurus: Qiu R, Wang X-L, Wang Q, Li N, Zhang J-L & Ma Y, 2019",,
,"Xingxiulong: Wang Y-M, You H-L & Wang T, 2017",,
,"Xinjiangovenator: O.W.M. Rauhut & Xu X, 2005",,
,"Xinjiangtitan: Wu W-H, Zhou C-F, O. Wings, T. Sekiya & Dong Z-M, 2013",,
,"Xiongguanlong: Li D-Q, M.A. Norell, Gao K-Q, N.D. Smith & P.J. Makovicky, 2009",,
,"Xixianykus: Xu X, Wang D-Y, C. Sullivan, D.W.E. Hone, Han F-L, Yan R-H, & Du F-M, 2010",,
